Time,pt0_ux,pt0_uy,pt0_uz,pt1_ux,pt1_uy,pt1_uz,pt2_ux,pt2_uy,pt2_uz,pt3_ux,pt3_uy,pt3_uz,pt4_ux,pt4_uy,pt4_uz,pt5_ux,pt5_uy,pt5_uz,pt6_ux,pt6_uy,pt6_uz,pt7_ux,pt7_uy,pt7_uz,pt8_ux,pt8_uy,pt8_uz,pt9_ux,pt9_uy,pt9_uz
157.5,-5.605892483192551e-05,2.7626795947857116e-05,-2.4045013511859195e-11,5.606134157625488e-05,-2.762479137749379e-05,-2.4031224606142685e-11,-6.626475061207731e-05,3.0899978950881117e-05,2.61222101036882e-11,6.627283437315187e-05,-3.09035857340805e-05,2.612492965206261e-11,1.4182911837211062e-07,3.147106780117155e-07,6.543041749200171e-13,1.5063116476695965e-07,3.105278699536168e-07,6.5435351506903e-13,6.309579965137791e-09,-2.898445621744201e-09,3.3390993712835195e-07,-6.329310153798127e-09,2.94393493962828e-09,3.339877883639807e-07,-3.2135787742733227e-08,9.076170694699563e-08,-4.5225344687013566e-14,3.213084832610684e-08,-9.088852705878432e-08,-4.5325958806949615e-14
160.0,-5.6153810301546086e-05,2.7661348702039274e-05,-2.3937414279970526e-11,5.615621673052759e-05,-2.765934253356063e-05,-2.3923433107425695e-11,-6.630857171703194e-05,3.092041479749984e-05,2.6106118107003857e-11,6.631666310756457e-05,-3.092402625179784e-05,2.6108908861158042e-11,1.4229939941075887e-07,3.15738157683803e-07,6.564918157627859e-13,1.5111782989270357e-07,3.115469455327965e-07,6.565378269720915e-13,5.8950731458978725e-09,-2.704920734194979e-09,3.3495286157321215e-07,-5.914745905018382e-09,2.7498921454417523e-09,3.3503004209713276e-07,-3.223839164267922e-08,9.104958355032425e-08,-4.5369200624000366e-14,3.223343602696348e-08,-9.117680962584413e-08,-4.547013779780997e-14
170.0,-5.626280642000311e-05,2.768531548399768e-05,-2.3575255172541958e-11,5.626514980204589e-05,-2.7683331644931426e-05,-2.3560804243651093e-11,-6.634940041783494e-05,3.093944522708693e-05,2.608842511601091e-11,6.635749945319502e-05,-3.0943059656207185e-05,2.609120088224001e-11,1.43475692118692e-07,3.1826910351604956e-07,6.619658698958394e-13,1.5230460355501495e-07,3.1407096793769964e-07,6.62004515458784e-13,4.184983030178653e-09,-1.906696715911621e-09,3.3746522588065556e-07,-4.204261690781971e-09,1.9493647167849722e-09,3.3753922009446304e-07,-3.248850008561908e-08,9.174878593768728e-08,-4.5719118612947524e-14,3.24835056034477e-08,-9.187700554089454e-08,-4.582084707665852e-14
180.0,-5.636137489558939e-05,2.7707192653792974e-05,-2.3252900973744258e-11,5.6363666378191426e-05,-2.770522972293709e-05,-2.3238053974561094e-11,-6.638671268142196e-05,3.095683793042912e-05,2.606998872171221e-11,6.639481820164649e-05,-3.096045578875877e-05,2.60727471139191e-11,1.4457491790660856e-07,3.2061921058884896e-07,6.670622407655755e-13,1.5340221082550773e-07,3.1642046959931724e-07,6.670983350092058e-13,2.57873822784865e-09,-1.1568896297522798e-09,3.398044124133716e-07,-2.597591908849978e-09,1.1974051174565148e-09,3.398753321908875e-07,-3.272106240496865e-08,9.239888710686507e-08,-4.6044402479630953e-14,3.2716035568544404e-08,-9.252803707677632e-08,-4.614687037845474e-14
190.0,-5.6453087207431275e-05,2.7727723700503727e-05,-2.2955650257193895e-11,5.6455333369020385e-05,-2.7725780564760664e-05,-2.294045462519879e-11,-6.642173823634909e-05,3.0973165281734266e-05,2.6050896767610568e-11,6.642984953359172e-05,-3.097678678543824e-05,2.605363636581653e-11,1.4562268755473245e-07,3.228509580372623e-07,6.719051382803047e-13,1.5444207593706115e-07,3.186548290895457e-07,6.719402333058015e-13,1.053703038334513e-09,-4.4495084341171183e-10,3.420305999837705e-07,-1.0721174672345308e-09,4.834206538126076e-10,3.4209853165207507e-07,-3.2942111959280176e-08,9.301677746601724e-08,-4.635351639124107e-14,3.293705662690553e-08,-9.314681551540804e-08,-4.645668913312022e-14
200.0,-5.653894518637246e-05,2.7747116312245128e-05,-2.267929147096116e-11,5.654115116429826e-05,-2.77451919140853e-05,-2.2663786787058146e-11,-6.645481949749747e-05,3.0988586664157726e-05,2.6031184374581908e-11,6.64629359991628e-05,-3.0992211942184686e-05,2.6033904113939206e-11,1.466260328438203e-07,3.249816296669657e-07,6.765286339523457e-13,1.554329210431127e-07,3.2079041540312995e-07,6.765633291260762e-13,-3.925220552035367e-10,2.3023644015612632e-10,3.4416045745448045e-07,3.745554363992e-10,-1.937148623804337e-10,3.442254839554938e-07,-3.3153314641995434e-08,9.3607120482678e-08,-4.6648797087532805e-14,3.314823381813334e-08,-9.373800990605818e-08,-4.6752644736728376e-14
210.0,-5.6619748323340666e-05,2.7765531169882824e-05,-2.2420622231429802e-11,5.66219181835727e-05,-2.7763624516000117e-05,-2.2404841818983108e-11,-6.648622426098066e-05,3.100322678205291e-05,2.6010913879695136e-11,6.649434549685475e-05,-3.1006855900204675e-05,2.6013612979836252e-11,1.4759064983938237e-07,3.270247749680306e-07,6.809605153850671e-13,1.5638147194580188e-07,3.2284022275520214e-07,6.809949393046726e-13,-1.7622822416347104e-09,8.697643402832052e-10,3.4620701871381246e-07,1.7447678408069327e-09,-8.351011333515794e-10,3.46269219863393e-07,-3.335598167461133e-08,9.417358550753452e-08,-4.693208479322932e-14,3.335087771855638e-08,-9.430529406929524e-08,-4.703658113767397e-14
212.5,-5.663964530729423e-05,2.777007625166605e-05,-2.235701387743191e-11,5.664180637680297e-05,-2.7768173972740747e-05,-2.2341166523363502e-11,-6.649397474396796e-05,3.100683987989641e-05,2.6005812397859475e-11,6.650209713551813e-05,-3.1010469961304535e-05,2.6008506293882838e-11,1.478294687973336e-07,3.2753029161500396e-07,6.820569261472462e-13,1.566160654044975e-07,3.2334750665574347e-07,6.820912845485445e-13,-2.0999794988609403e-09,1.027434495275405e-09,3.467136461338882e-07,2.082578368766157e-09,-9.932303763494354e-10,3.467751458871229e-07,-3.340613441142584e-08,9.431376383577983e-08,-4.7002184468409904e-14,3.3401024809616395e-08,-9.444567523398724e-08,-4.710684140528474e-14
213.0,-5.9783637654848127e-05,2.933903875917839e-05,-2.3959389898950903e-11,5.9785972546916065e-05,-2.9337014245902567e-05,-2.394307735923532e-11,-7.029196613735386e-05,3.277788709748402e-05,2.7536289640112165e-11,7.030054879486947e-05,-3.278172260063924e-05,2.7539088901240558e-11,1.5534199372522984e-07,3.442253632129438e-07,7.166628480301227e-13,1.646151263924225e-07,3.398126232132751e-07,7.167059112103664e-13,-8.924536814385731e-10,4.665308118818779e-10,3.645240865058761e-07,8.737969860633536e-10,-4.2858435966657204e-10,3.6459149410648446e-07,-3.5115529621516434e-08,9.914527450422729e-08,-4.940879495567702e-14,3.511016130469403e-08,-9.928393483140004e-08,-4.951880300028858e-14
213.5,-6.298620572228885e-05,3.0933035289306196e-05,-2.5552004940937222e-11,6.298872087145499e-05,-3.093088209575033e-05,-2.553517080517121e-11,-7.411930870761543e-05,3.4562624781186536e-05,2.9056296239345287e-11,7.41283565306836e-05,-3.4566669277062076e-05,2.9059266985239878e-11,1.6300225936446616e-07,3.612492947282861e-07,7.519530739447731e-13,1.727718812546917e-07,3.566018622410027e-07,7.520046779780353e-13,3.3528616145168206e-10,-1.0376054178260607e-10,3.826821646406372e-07,-3.552274931554349e-10,1.455160746927798e-10,3.827555969444375e-07,-3.685842310343921e-08,1.0407134133563417e-07,-5.1862531614518383e-14,3.685279125697237e-08,-1.0421688336764692e-07,-5.197799602740537e-14
215.0,-6.304985902989625e-05,3.0957127024516246e-05,-2.549302674966735e-11,6.305237099363881e-05,-3.0954971601378524e-05,-2.547608586142164e-11,-7.414936662663224e-05,3.457664289079812e-05,2.9044397215221535e-11,7.415841951951347e-05,-3.458069082994794e-05,2.9047419512443132e-11,1.6329764637768714e-07,3.6189262277956524e-07,7.53318504376461e-13,1.73076021251555e-07,3.572406768528313e-07,7.533681770880156e-13,1.1349234383986474e-10,-1.763058426457282e-13,3.8334025955585937e-07,-1.3339217234391787e-10,4.165589486821495e-11,3.8341330796723046e-07,-3.6922869960486294e-08,1.0425225277618584e-07,-5.195288197118499e-14,3.691722884403361e-08,-1.043980511793575e-07,-5.2068549912783136e-14
220.0,-6.310094997669445e-05,3.096864051191043e-05,-2.532413327209706e-11,6.310343390612083e-05,-3.096649548099304e-05,-2.5306993410772374e-11,-7.416894189502398e-05,3.45857670597404e-05,2.9033319485556424e-11,7.417799819219637e-05,-3.45898167130002e-05,2.9036332086853977e-11,1.6387878461002854e-07,3.631368600011392e-07,7.559999700427783e-13,1.7365757853156975e-07,3.5848360022181215e-07,7.560444936594427e-13,-6.827310721397055e-10,3.7154411072551825e-10,3.8458249301190194e-07,6.630552547309588e-10,-3.3116993013911053e-10,3.84653927519601e-07,-3.7046016694453175e-08,1.0459649627079137e-07,-5.212506885748746e-14,3.70403580315711e-08,-1.047427863258091e-07,-5.2241127436919516e-14
230.0,-6.319528709776813e-05,3.099005916716024e-05,-2.5016879511689545e-11,6.319772322025915e-05,-3.098793385585175e-05,-2.499939522498317e-11,-7.420540183074198e-05,3.460276260898248e-05,2.901086158552127e-11,7.421446406795213e-05,-3.4606815988707e-05,2.901385330375752e-11,1.6498311166766178e-07,3.6548676190326733e-07,7.610797183285649e-13,1.7475168739270354e-07,3.6083665368674967e-07,7.611192823587517e-13,-2.1827428073687403e-09,1.0718854797189917e-09,3.8693421564582676e-07,2.163535491199654e-09,-1.0335970512635452e-09,3.870025202969263e-07,-3.727889404456151e-08,1.052474305842398e-07,-5.2450611764335577e-14,3.7273205003263785e-08,-1.0539465544388434e-07,-5.256741190190441e-14
240.0,-6.328368115366006e-05,3.1010287844469434e-05,-2.4731800259477582e-11,6.328607515476703e-05,-3.100818129684401e-05,-2.471401152408903e-11,-7.423984952243869e-05,3.4618820836402205e-05,2.8988013289109012e-11,7.424891709330661e-05,-3.462287810168831e-05,2.8990983066048327e-11,1.6604286059071013e-07,3.6773208871509537e-07,7.659401271753538e-13,1.7579424117855073e-07,3.630887376721374e-07,7.659772705621249e-13,-3.600979274507832e-09,1.7340921195435362e-09,3.8918615036816453e-07,3.582249554435097e-09,-1.697788585256587e-09,3.892514113471987e-07,-3.750162628736842e-08,1.0586997439878889e-07,-5.2761908951597077e-14,3.749591013990095e-08,-1.0601809669836992e-07,-5.2879420142574013e-14
250.0,-6.336698429677016e-05,3.1029509463019315e-05,-2.4465145114305736e-11,6.336934062482694e-05,-3.10274207620142e-05,-2.4447085416187935e-11,-7.427258338985578e-05,3.463408056395371e-05,2.8964762426929277e-11,7.42816558076384e-05,-3.463814180059731e-05,2.8967709465027964e-11,1.670639421915204e-07,3.698878965187183e-07,7.706095164161947e-13,1.767929703642345e-07,3.6525393048915817e-07,7.706455696549522e-13,-4.939918303641433e-09,2.3593169527426095e-09,3.913528465417041e-07,4.921669778459232e-09,-2.3249063308012216e-09,3.914151469506868e-07,-3.771565869589043e-08,1.0646817508291491e-07,-5.3060986606172435e-14,3.7709918006802097e-08,-1.0661716229614797e-07,-5.3179182369151325e-14
260.0,-6.34458729693212e-05,3.10478638862507e-05,-2.4214098856526218e-11,6.344819515339093e-05,-3.10457921636538e-05,-2.419579649116324e-11,-7.430383446927873e-05,3.46486493347368e-05,2.8941135921304688e-11,7.431291133593065e-05,-3.465271457598277e-05,2.894405964566964e-11,1.68051100282163e-07,3.7196590213091765e-07,7.751108758560834e-13,1.777538012122642e-07,3.673433136934254e-07,7.751464800174072e-13,-6.201986320096676e-09,2.9486900152545332e-09,3.934455648772143e-07,6.184218805389648e-09,-2.9160872875057077e-09,3.935049849073161e-07,-3.7922118828861574e-08,1.0704518895082927e-07,-5.334942651968215e-14,3.791635562079796e-08,-1.0719501238902068e-07,-5.3468283567172624e-14
266.5,-6.349544573061418e-05,3.1059460277723937e-05,-2.4056869987288607e-11,6.349774700535311e-05,-3.105739923872017e-05,-2.4038420615200337e-11,-7.432357513333382e-05,3.465785222322207e-05,2.8925631372490683e-11,7.433265474370403e-05,-3.4661920070038257e-05,2.892853975350874e-11,1.6867955373021945e-07,3.732864765227544e-07,7.779712934707313e-13,1.7836370191505083e-07,3.6867199703097046e-07,7.780067526499475e-13,-6.9905091099314566e-09,3.3169409999953147e-09,3.9477720416335625e-07,6.973053347309994e-09,-3.2854791497167984e-09,3.9483478506334053e-07,-3.8053383075295905e-08,1.0741203659727896e-07,-5.353278913883167e-14,3.804760596133881e-08,-1.0756239237353916e-07,-5.3652066938461394e-14
266.75,-6.528393200780504e-05,3.195329916465134e-05,-2.4981271790553447e-11,6.528633146703727e-05,-3.1951169685928055e-05,-2.496257352716461e-11,-7.649633895858773e-05,3.5671036053242366e-05,2.9807652622187544e-11,7.650568148144347e-05,-3.567522084406703e-05,2.9810602512654365e-11,1.7294850782039157e-07,3.827731814098373e-07,7.976339729434154e-13,1.8290899849746248e-07,3.780281028912927e-07,7.97674481940036e-13,-6.294328662580011e-09,2.9935433173846153e-09,4.04899383742008e-07,6.276159122244564e-09,-2.95994241839245e-09,4.0496033402337503e-07,-3.9024801411379034e-08,1.1015775331450696e-07,-5.490043566403888e-14,3.901887720516172e-08,-1.1031194422185263e-07,-5.502275425306326e-14
267.0,-6.712124035572957e-05,3.286808573989034e-05,-2.58988740938662e-11,6.71237437599694e-05,-3.286588235438544e-05,-2.58798817856643e-11,-7.869362360596513e-05,3.669565736877764e-05,3.068089497317972e-11,7.870323311931599e-05,-3.669996211207608e-05,3.068394189280643e-11,1.7733823365749873e-07,3.9252853542539727e-07,8.178556688532972e-13,1.875830742629773e-07,3.8764906912369526e-07,8.179012922125373e-13,-5.57716789582377e-09,2.66039356347834e-09,4.1530616081071887e-07,5.558260471539851e-09,-2.6245913597865864e-09,4.153705851620735e-07,-4.002361653068887e-08,1.1298082228117023e-07,-5.630662896743315e-14,4.0017541402032896e-08,-1.1313895708182905e-07,-5.64320745228812e-14
267.25,-6.895989706366699e-05,3.378340334993682e-05,-2.681556168041676e-11,6.896250437495446e-05,-3.378112595309218e-05,-2.6796273077238714e-11,-8.089154689302798e-05,3.772057652821195e-05,3.155393319821032e-11,8.090142351069025e-05,-3.772500128932854e-05,3.155707841206743e-11,1.817325301701628e-07,4.0229415579533834e-07,8.380987259308511e-13,1.9226209497678696e-07,3.972801123898732e-07,8.381493589519985e-13,-4.861547351949564e-09,2.3279632250328818e-09,4.257234862901823e-07,4.841901281403699e-09,-2.289961422515669e-09,4.257913838943853e-07,-4.1023461560832996e-08,1.1580678902958776e-07,-5.771426905307663e-14,4.101723531160896e-08,-1.1596887172461354e-07,-5.784284476873465e-14
267.5,-7.079856277552542e-05,3.469868163536497e-05,-2.7731527158588017e-11,7.080127377927074e-05,-3.469633027558418e-05,-2.7711941252577913e-11,-8.308944544894415e-05,3.8745484103679096e-05,3.24269944993773e-11,8.309958917508792e-05,-3.875002886593299e-05,3.243023780558835e-11,1.8612810801160864e-07,4.120627252657143e-07,8.583479134757593e-13,1.9694255287909776e-07,4.069140185188011e-07,8.584034485404755e-13,-4.148099693130759e-09,1.99654647608861e-09,4.361436085200228e-07,4.127714886130965e-09,-1.9563485518088026e-09,4.3621497558096683e-07,-4.202359025168099e-08,1.1863354650552108e-07,-5.912230589757443e-14,4.201721278262862e-08,-1.1879957812680983e-07,-5.925401261693447e-14
280.0,-7.09646083292111e-05,3.4744741224784186e-05,-2.731201762262906e-11,7.096725628601423e-05,-3.4742410461852624e-05,-2.729193741138749e-11,-8.315856835340117e-05,3.877771005105848e-05,3.238764872493614e-11,8.316872362009985e-05,-3.8782261776475594e-05,3.239090980740173e-11,1.8771924427738135e-07,4.154570509039883e-07,8.656441088639067e-13,1.985255568351932e-07,4.10309317352466e-07,8.656877424512196e-13,-5.9666329166360805e-09,2.8457425027609772e-09,4.395615062171007e-07,5.946823255413797e-09,-2.808190834664282e-09,4.3962884718716837e-07,-4.2360700717148606e-08,1.1957645028479286e-07,-5.959365653059905e-14,4.235427674864057e-08,-1.1974382987625225e-07,-5.972643278049837e-14
300.0,-7.113899139637725e-05,3.47853660564603e-05,-2.6753075998936882e-11,7.11415580632804e-05,-3.478307148537687e-05,-2.67324447614533e-11,-8.322765580301181e-05,3.880991669096554e-05,3.233518021697364e-11,8.323782135308585e-05,-3.881447640289939e-05,3.233839224264448e-11,1.8990416005457479e-07,4.200541009543669e-07,8.755904668009082e-13,2.0065036743167382e-07,4.149319649380126e-07,8.756302470599664e-13,-8.518413717608437e-09,4.037520021142204e-09,4.4419633389841127e-07,8.499591938223424e-09,-4.003814874262394e-09,4.4425750385495983e-07,-4.281747838611676e-08,1.2085301866840377e-07,-6.023174836918854e-14,4.281100062445054e-08,-1.2102224180018317e-07,-6.036598348706687e-14
310.0,-7.122152424792707e-05,3.480474752619422e-05,-2.64905794929208e-11,7.122405440451904e-05,-3.4802470230381715e-05,-2.6469702954315975e-11,-8.326061779107028e-05,3.8825283069642835e-05,3.230866496596429e-11,8.327078804256987e-05,-3.882984684673969e-05,3.231185179676671e-11,1.9096100207877657e-07,4.2226986291251925e-07,8.803876629167664e-13,2.0167216949828662e-07,4.171630772847036e-07,8.804268037371776e-13,-9.715512423100586e-09,4.596660172335272e-09,4.4643483756214943e-07,9.697184499393017e-09,-4.56479004364158e-09,4.4649300557476227e-07,-4.30378217916191e-08,1.2146878782804682e-07,-6.05394951608916e-14,4.303131951527595e-08,-1.216389026744308e-07,-6.067443525138033e-14
315.0,-7.126171110896695e-05,3.481422360271618e-05,-2.636320487095637e-11,7.126422392093262e-05,-3.481195474379995e-05,-2.6342212581819938e-11,-8.327673295847228e-05,3.883279580031273e-05,3.229533710050639e-11,8.328690546220827e-05,-3.883736162087026e-05,3.229851119508383e-11,1.9148110772138822e-07,4.233585562660229e-07,8.827451055664449e-13,2.0217369205355124e-07,4.1825998441141156e-07,8.827841320564522e-13,-1.0294679418727335e-08,4.867190051279019e-09,4.475358077524315e-07,1.0276597902038796e-08,-4.8362162624215245e-09,4.475924953228724e-07,-4.314612614785543e-08,1.217714468900135e-07,-6.069074570269487e-14,4.3139612138113205e-08,-1.21942000563886e-07,-6.082603256928796e-14
316.5,-7.127367227283912e-05,3.481704759337507e-05,-2.632533159148582e-11,7.127617996020432e-05,-3.481478124757638e-05,-2.6304305181164638e-11,-8.328153537354632e-05,3.883503464560365e-05,3.2291332438381225e-11,8.329170854438957e-05,-3.8839601079998605e-05,3.2294502700379744e-11,1.9163640650137172e-07,4.236834765982281e-07,8.834487091899266e-13,2.0232332483147458e-07,4.1858741485877995e-07,8.834877170335813e-13,-1.0466693572705358e-08,4.9475393414547555e-09,4.4786449116508167e-07,1.0448685916555261e-08,-4.9168325705859586e-09,4.479207364410374e-07,-4.317845315470091e-08,1.218617848420522e-07,-6.07358900823368e-14,4.317193566934465e-08,-1.2203246954309312e-07,-6.087128047679174e-14
316.75,-7.31289677455887e-05,3.5743521339080264e-05,-2.7277283195295472e-11,7.313157798606998e-05,-3.574118318794944e-05,-2.7255990513135777e-11,-8.5527776150591e-05,3.98824822998278e-05,3.319898216618566e-11,8.553822136885572e-05,-3.9887170007152656e-05,3.3202207516670885e-11,1.960663507393161e-07,4.335276268397935e-07,9.038528859766231e-13,2.0703978766873823e-07,4.282961569028547e-07,9.038971429570878e-13,-9.740959810218197e-09,4.610407103098494e-09,4.5836773905669864e-07,9.722210658687394e-09,-4.577478959655706e-09,4.584274825401773e-07,-4.4186451725943656e-08,1.2471087251311704e-07,-6.215502859308648e-14,4.417978169286373e-08,-1.2488553692372046e-07,-6.22935743863313e-14
317.0,-7.50235844203925e-05,3.668685319716893e-05,-2.8223569691685364e-11,7.502630180980948e-05,-3.668443884689699e-05,-2.8201974122698863e-11,-8.779375356433146e-05,4.0939135895917284e-05,3.4099573480833534e-11,8.780447411405825e-05,-4.0943947294617684e-05,3.410289855232783e-11,2.0059386055013678e-07,4.4358882887197357e-07,9.24708713806113e-13,2.11860301658531e-07,4.382188792286259e-07,9.24758246989948e-13,-8.998813691374693e-09,4.265646867203917e-09,4.6910084678599595e-07,8.979303591676918e-09,-4.230447994528458e-09,4.691641719667299e-07,-4.5216581160489234e-08,1.2762244219780106e-07,-6.360530427603754e-14,4.520975547220347e-08,-1.2780117415464632e-07,-6.374707506865297e-14
317.25,-7.691909929275944e-05,3.7630523345741625e-05,-2.916898427256806e-11,7.692192372635309e-05,-3.7628032745011997e-05,-2.914708395361556e-11,-9.006014633603529e-05,4.199598318466137e-05,3.500003700590056e-11,9.007114229443585e-05,-4.200091831203227e-05,3.500346256734961e-11,2.0512487483698091e-07,4.536579291947967e-07,9.45580971617064e-13,2.1668462630098887e-07,4.4814934223497196e-07,9.456356714023097e-13,-8.258488855950262e-09,3.921736833632532e-09,4.798419840714285e-07,8.23821726729305e-09,-3.884269644881063e-09,4.799088890122813e-07,-4.6247498458966255e-08,1.3053622592509838e-07,-6.505668608983496e-14,4.624051694733509e-08,-1.3071902846296427e-07,-6.520168431165089e-14
317.5,-7.881467326905751e-05,3.857417455009398e-05,-3.011364950334851e-11,7.881760453191006e-05,-3.857160774334702e-05,-3.0091443351488864e-11,-9.232653893401226e-05,4.30528303422864e-05,3.590051508170854e-11,9.233781030958308e-05,-4.305788918428313e-05,3.5904040983372636e-11,2.0965733113753702e-07,4.637303385898162e-07,9.664601095007154e-13,2.2151056127486624e-07,4.5808302183475254e-07,9.665198653170497e-13,-7.520380630913079e-09,3.578860821405604e-09,4.905862897649654e-07,7.499347436569049e-09,-3.5391288319681037e-09,4.906567706639595e-07,-4.727873563075473e-08,1.334509023303392e-07,-6.650851555068472e-14,4.7271598191598825e-08,-1.3363777662235696e-07,-6.665674215761894e-14
320.0,-7.887457209161267e-05,3.859437016465741e-05,-3.0017452715636166e-11,7.887749139887382e-05,-3.859180500169676e-05,-2.9995114640529896e-11,-9.235349559150402e-05,4.3065400221854466e-05,3.588756647263717e-11,9.2364771536341e-05,-4.3070461904567085e-05,3.589112322925419e-11,2.1006417121628704e-07,4.6460428621744887e-07,9.683251731064543e-13,2.219200226044419e-07,4.589549853965846e-07,9.683811168156373e-13,-7.873836322110067e-09,3.7439500200089e-09,4.914738960313062e-07,7.852904619934381e-09,-3.704746834281251e-09,4.915435753612823e-07,-4.7365868264102014e-08,1.3369496101900474e-07,-6.663045018241078e-14,4.7358718207536436e-08,-1.338821822642217e-07,-6.677895216698952e-14
