Time,pt0_sigxx,pt0_sigyy,pt0_sigzz,pt0_sigxy,pt0_sigyz,pt0_sigxz,pt1_sigxx,pt1_sigyy,pt1_sigzz,pt1_sigxy,pt1_sigyz,pt1_sigxz,pt2_sigxx,pt2_sigyy,pt2_sigzz,pt2_sigxy,pt2_sigyz,pt2_sigxz,pt3_sigxx,pt3_sigyy,pt3_sigzz,pt3_sigxy,pt3_sigyz,pt3_sigxz
267.0,-2496217.510674701,-6867460.551864362,-4118606.4012209703,-2010424.0987422406,-146.2325024120854,-379.135885076881,-6124562.158019822,-7114445.336821586,-3370773.3281283234,41746.41144098213,-65.24670792418104,81.8660264019007,-6124397.032416778,-7114055.80504826,-3370810.946334817,40944.365565575245,-9.464702366835212,16.464986820414396,-3124869.5375947016,-6797134.147563244,-3839126.407271272,-1592111.7910775554,-5.049556676757058,18.11488793802734
267.25,-2417726.134164567,-6876796.581591339,-4153208.892210704,-2062850.0101665903,-153.86046164058507,-400.3615697389572,-6130385.290549619,-7119997.175112287,-3374038.850801588,44102.04641308823,-69.24142663321439,86.98868388303853,-6130187.054784895,-7119579.731083401,-3374071.170947285,43247.70869396202,-10.085899482299904,17.522356011486742,-3088871.429627883,-6801626.114808197,-3854889.740907954,-1616240.1021919688,-5.715583303462188,20.12710130137236
267.5,-2338090.615578254,-6886327.343163153,-4188284.5933017344,-2116064.6950007686,-160.7592553650428,-419.0139669349985,-6135892.919261791,-7125165.936230475,-3377148.3057694687,46251.40676253573,-72.7936718963611,91.54566910982138,-6135667.362538931,-7124724.315182321,-3377176.950826864,45350.59417977241,-10.638133584455183,18.460810341003125,-3047480.7536072223,-6806792.742495709,-3873012.0658017755,-1643984.5377086746,-6.413400518702751,22.21355106759498
280.0,-2310000.954583155,-6891059.052797944,-4199912.344578197,-2135396.4047856685,-143.0917074485771,-362.9550844137066,-6126746.901050728,-7115163.504488213,-3372225.050661519,41042.5129946378,-62.43767140743718,78.17279374997403,-6126655.621926235,-7114807.88824901,-3372287.5221033855,40279.98886000165,-9.003699376761112,15.677965136419306,-2912121.8599257222,-6823760.617230289,-3932188.2515408737,-1734734.0070127277,-5.260250631262582,18.60920826763391
300.0,-2305659.7811119817,-6891795.765078186,-4201703.546525743,-2138381.333225335,-140.17292306153664,-355.09859883592515,-6125237.255057412,-7113637.956331815,-3371376.2992695477,40202.74528712974,-60.87611750311821,76.14746915843631,-6125166.081421262,-7113295.318337715,-3371443.7972139376,39461.53375510792,-8.75651954253603,15.26029315211458,-2890781.5775685124,-6826446.39935584,-3941509.364872915,-1749036.7486086714,-4.833110911292255,17.395057636652723
310.0,-2305169.0407226365,-6891879.085930416,-4201906.017007107,-2138718.8260739753,-139.83598287977208,-354.20898461179513,-6125067.878908131,-7113465.645121557,-3371281.169574732,40108.22540835265,-60.69917142378765,75.91812123328434,-6124998.97167756,-7113124.479236394,-3371349.2377129546,39369.4223175313,-8.728592122585127,15.213033841581286,-2888377.470692459,-6826748.889513387,-3942559.498605909,-1750648.0836392806,-4.785962535780435,17.261592020691932
315.0,-2305044.349583142,-6891900.257657757,-4201957.462085013,-2138804.5807333775,-139.74980502278643,-353.98340997098126,-6125024.877355361,-7113421.85868101,-3371257.0197636522,40084.22542662476,-60.65419908170299,75.85982943861993,-6124956.545306033,-7113081.066441471,-3371325.232290813,39346.03382049373,-8.721497060090012,15.201024460324023,-2887766.8858201914,-6826825.711475397,-3942826.209312035,-1751057.3253411746,-4.774024676051969,17.22781964737609
316.5,-2305016.7501251525,-6891904.94393176,-4201968.8490504185,-2138823.5619910164,-139.73067571370208,-353.93354128396925,-6125015.361211511,-7113412.166635327,-3371251.6756056696,40078.9141660683,-60.64424398881687,75.84692548650192,-6124947.156402751,-7113071.457044257,-3371319.920030115,39340.85785661418,-8.719926663253487,15.198366155861025,-2887631.752578582,-6826842.713344559,-3942885.2372419364,-1751147.8978822213,-4.771384392476769,17.220352200954206
316.75,-2228007.313398496,-6900822.065554217,-4236046.803887289,-2190159.6350626936,-151.12879426488013,-387.79005534197097,-6131515.758463917,-7120156.706046857,-3374842.759827004,43142.09659037876,-66.47497084716903,83.26023265250377,-6131392.794243218,-7119770.316456729,-3374898.178150714,42329.42986521232,-9.59225136168503,16.708802142542467,-2866044.161191371,-6829532.18319705,-3952343.033244249,-1765613.3245921675,-5.054973117886067,18.31475333866774
317.0,-2147950.402254188,-6910291.152044744,-4271367.710869348,-2243609.180526296,-159.74868035567914,-412.22146011657185,-6137662.584291621,-7126126.86858281,-3378274.5102262944,45720.15211159008,-70.97237987706953,89.0132987863098,-6137500.684487728,-7125708.118520508,-3378322.7303250413,44848.8546126387,-10.285920467628337,17.894658689999265,-2832621.7129949685,-6833701.64207336,-3966979.717216496,-1788014.2191038507,-5.652935713248958,20.16470291998077
317.25,-2066285.0906752246,-6920036.817907538,-4307352.368166044,-2298168.6298688864,-167.2716923408151,-432.8343355852886,-6143408.301088959,-7131580.368469222,-3381510.2462918893,48012.85520556335,-74.83430356060978,93.95872661840053,-6143215.7383643845,-7131134.756119121,-3381553.7184861773,47091.150892448604,-10.882714791786553,18.91190593829817,-2791839.4067343906,-6838791.842385997,-3984836.151717829,-1815350.3921151136,-6.325854551684839,22.19389441610873
317.5,-1983507.4996415125,-6929970.567098559,-4343797.522650462,-2353494.467150715,-174.08921117684213,-451.05933254318745,-6148822.090094965,-7136647.412715398,-3384576.7785538575,50103.96937262536,-78.27533098089208,98.3643262580004,-6148604.3679469135,-7136178.472910253,-3384617.001576448,49137.4483409835,-11.413587461702528,19.81602655301222,-2745745.92655495,-6844546.541485828,-4005015.7627507076,-1846248.0697976958,-6.998084844597564,24.209216969349328
320.0,-1965990.6380617204,-6932918.481384522,-4351053.409458932,-2365555.083914095,-163.1051210729014,-415.06994241525797,-6143264.989341991,-7130406.603028648,-3381630.809019994,46901.10831627129,-71.76282962307957,89.97100801297185,-6143131.695733551,-7129992.000921299,-3381692.607480573,46021.02798450932,-10.389816269919539,18.06765785126342,-2661973.117228382,-6855035.1041648835,-4041649.7215336203,-1902418.3791846484,-6.543993310228618,22.677104460386673
330.0,-1955774.1458514708,-6934642.528613221,-4355274.256706489,-2372577.582422423,-156.48889353576322,-396.6853038690683,-6139618.725623884,-7126728.328713323,-3379573.334577676,44933.69714474007,-68.12048286646761,85.24236432611468,-6139532.748074879,-7126343.730269887,-3379646.737541748,44103.40434797279,-9.810375659125548,17.0900241212767,-2611546.026880211,-6861377.266201436,-4063677.935025577,-1936216.6330272488,-5.553057034296188,19.834110528981075
350.0,-1952868.2856770994,-6935135.84041856,-4356473.172339299,-2374575.845546271,-154.51676147820058,-391.4132665908187,-6138612.906397538,-7125708.201077841,-3379008.27272413,44372.79979590679,-67.07366640082013,83.88524584532897,-6138540.371937124,-7125332.317473377,-3379085.056197023,43556.77922486072,-9.644941719957455,16.81026562377997,-2597288.8543668888,-6863171.3741827,-4069905.4217608976,-1945772.2699977085,-5.27058983339191,19.03320349023122
360.0,-1952645.090178103,-6935173.738205931,-4356565.2580921715,-2374729.3458644557,-154.36242602881453,-391.00946585653935,-6138535.9491195055,-7125629.827420919,-3378965.054616577,44329.84414641902,-66.99316194332573,83.78090032230287,-6138464.444059615,-7125254.612662893,-3379042.0965407165,43514.91805948035,-9.632241938187684,16.788768628457472,-2596195.9940917795,-6863308.873944305,-4070382.7965940814,-1946504.7548694566,-5.2492347422790955,18.97279538392848
375.0,-1952562.2214324048,-6935187.809572693,-4356599.447788918,-2374786.3385487054,-154.30460278677924,-390.86020456486744,-6138507.38733227,-7125600.72734141,-3378949.015894292,44313.90126945411,-66.96326635605834,83.74214505228983,-6138436.263749898,-7125225.76030475,-3379026.1531095947,43499.38103666843,-9.62752689842759,16.780785893172816,-2595790.3234732957,-6863359.91274557,-4070559.9993255115,-1946776.6546445747,-5.24131480644122,18.95041212592091
380.0,-1952554.593875595,-6935189.104803425,-4356602.594716534,-2374791.5843951004,-154.29923514802715,-390.84653047399934,-6138504.758815064,-7125598.048922261,-3378947.539953964,44312.4340375999,-66.96051431168038,83.73857673595671,-6138433.670279486,-7125223.104627449,-3379024.6858763946,43497.95111545038,-9.627092892997847,16.78005101350186,-2595752.987249047,-6863364.610093832,-4070576.3083530557,-1946801.679208969,-5.24058561314213,18.948353198619287
390.0,-1952548.00301538,-6935190.224015168,-4356605.313919391,-2374796.1172599406,-154.2945763509228,-390.83474529471493,-6138502.487663878,-7125595.73459327,-3378946.264717756,44311.16627780226,-66.95813617790975,83.73549289467896,-6138431.429381177,-7125220.809921423,-3379023.418133989,43496.71557421025,-9.62671787440295,16.77941595664356,-2595720.7263973416,-6863368.66888447,-4070590.400389381,-1946823.302029628,-5.239955285131356,18.94657433439166
400.0,-1952545.969536098,-6935190.569335103,-4356606.15287064,-2374797.5157876047,-154.29313009340598,-390.83112235199314,-6138501.7869851785,-7125595.020578524,-3378945.8713080245,44310.77515433702,-66.95740239406732,83.73454121762552,-6138430.73802321,-7125220.1019488685,-3379023.0270234086,43496.33438210614,-9.626602162533448,16.779220001623553,-2595710.7732424634,-6863369.921101828,-4070594.7480835333,-1946829.9731350162,-5.239760690580822,18.946025559446507
410.0,-1952545.3421960913,-6935190.675870954,-4356606.411690495,-2374797.9472419373,-154.29268136615764,-390.83000843887464,-6138501.570832067,-7125594.8003086075,-3378945.749949398,44310.65449522642,-66.9571760037584,83.73424755673489,-6138430.524741852,-7125219.883539542,-3379022.9063703855,43496.216784281714,-9.626566466400345,16.779159543182168,-2595707.7027110555,-6863370.307407337,-4070596.089340579,-1946832.031161986,-5.239700620485155,18.945856270397773
415.0,-1952545.217771057,-6935190.6970014125,-4356606.463023957,-2374798.03281558,-154.29259197651123,-390.8297880881827,-6138501.527962307,-7125594.75662202,-3378945.7258810066,44310.63056469223,-66.95713109896275,83.73418930319883,-6138430.482441066,-7125219.840221424,-3379022.8824413577,43496.19346052696,-9.626559385272305,16.779147551696248,-2595707.0937204356,-6863370.384024623,-4070596.3553575003,-1946832.4393389465,-5.239688700714119,18.94582269540282
419.0,-1952545.157088323,-6935190.70730695,-4356606.4880594965,-2374798.0745503074,-154.29254828415338,-390.82968076654583,-6138501.507054893,-7125594.735316149,-3378945.7141431235,44310.61889381606,-66.95710919854423,83.73416088989191,-6138430.461811013,-7125219.819095147,-3379022.8707713117,43496.18208547773,-9.6265559311211,16.779141698159442,-2595706.796715213,-6863370.421390883,-4070596.485094197,-1946832.6384072711,-5.23968288575377,18.94580632114295
419.5,-1952545.1500646698,-6935190.7084998125,-4356606.490957125,-2374798.0793807297,-154.29254306721293,-390.82966871295355,-6138501.50463477,-7125594.732849953,-3378945.7127862563,44310.61754316949,-66.95710666353014,83.73415760228025,-6138430.4594230745,-7125219.816649434,-3379022.8694218663,43496.18076917844,-9.626555531051414,16.77914102821475,-2595706.7623251057,-6863370.425721408,-4070596.5001139822,-1946832.6614499744,-5.23968176879906,18.94580537582641
419.75,-1842092.192445719,-6932716.943522858,-4413117.585527605,-2468713.3329830198,567.9956792026762,110.7515270966378,-6149065.650148286,-7136324.093502816,-3384799.9147404074,49145.61682485702,-75.65867706779676,95.25855346503185,-6148911.468294039,-7135888.280783621,-3384857.289575502,48217.31901218638,-10.949951900041222,19.106552648716153,-2554033.4034368293,-6868565.141621269,-4088850.933854224,-1974759.6542143093,-5.852352962940183,21.100368260903323
420.0,-1796900.819485875,-6843534.375729536,-4480354.346868918,-2582353.1254083933,1291.3740644620812,1226.977334760297,-6156625.658942886,-7134542.097049642,-3389000.9538651444,51745.53941202161,-36.35337758794605,99.3985624498541,-6157537.556533691,-7136244.743495644,-3389466.161495446,52388.33252189614,-8.344506092209132,13.95996633561654,-2490516.7934093066,-6876514.065747791,-4116652.0488619483,-2017293.6287329188,-6.903560333968643,24.27572531971117
420.5,-1649982.9959865788,-6712750.641413406,-4619581.230407688,-2814726.164335547,-29308.04219198993,-15218.524216318317,-6201333.249100259,-7058973.160773922,-3390169.8287232947,49555.98639924736,46.572282384749805,222.65367708675487,-6196568.636150126,-7053642.66972922,-3386597.040379399,52989.42839014417,-22.47993218361062,13.829805052432786,-2316190.037088864,-6899379.794322348,-4192423.700314349,-2132221.4184359624,-9.0289929286738,28.387550275155757
425.0,-1628245.8522802566,-6689610.863360055,-4641671.344374573,-2848844.9208489456,-43789.027997608486,-21896.636156277837,-6227697.719267588,-7021410.794249122,-3388924.6563441213,23644.31744641217,24.975611880077615,182.89305772210804,-6224440.085835316,-7014040.225505727,-3383659.6165670534,27787.47866700266,-24.352520218807356,14.935511165182236,-2122650.3819860374,-6926892.390931278,-4275420.321554422,-2256273.3184838765,-9.145485038881924,11.76837013390971
425.25,-1627949.850883264,-6689268.529953309,-4641974.938126305,-2849585.708999387,-44074.497229708155,-22049.52289026505,-6228293.881901974,-7020777.678286921,-3388969.511923409,23059.78868208058,24.252107164307567,181.89605532098267,-6225053.891534971,-7013352.893393956,-3383663.1659514233,27245.020754807923,-24.325811878737387,14.92622346932263,-2119030.8020003396,-6927489.574597952,-4276931.0841063475,-2258450.3995138966,-9.253362070739652,11.14033010076254
430.0,-1622227.9088779765,-6687570.529435361,-4645544.795712275,-2856936.177910777,-45734.172237413615,-22633.0124304918,-6233975.480726058,-7013891.70588981,-3389253.3723747022,16993.662592916975,20.31097663876247,173.2959275380834,-6231015.631333058,-7006025.985414584,-3383696.021077641,21326.303429049523,-23.436299707195545,14.519319987654391,-2077539.4763057416,-6934546.47918108,-4294144.040615921,-2283033.6491828463,-11.658761632151027,3.50663410469852
440.0,-1619399.244175428,-6686621.402682967,-4647361.5840814905,-2860713.187003235,-46896.57570301076,-23129.794671811174,-6237088.782102244,-7010355.007925793,-3389496.8350957427,13690.662300814703,18.834677647000625,169.60169092541759,-6234220.3221960515,-7002150.710546932,-3383727.6997483475,18161.005787096212,-22.961197313368984,14.250817941851501,-2055734.5760615722,-6938685.716165274,-4302975.7425652435,-2295194.721980174,-14.238283097360252,-1.4527848572169433
450.0,-1619075.8771180245,-6686517.491567258,-4647565.218056512,-2861256.397531052,-47151.34553802131,-23271.59080510826,-6237525.578855319,-7009881.699538975,-3389538.1502302377,13235.740758216121,18.631051795493985,169.09763445487818,-6234668.087060983,-7001630.88952698,-3383731.7387871444,17727.06218733013,-22.906240944292016,14.213040209257917,-2052797.9392068435,-6939279.690708932,-4304146.9641714925,-2296768.413182623,-14.7215884865552,-2.269416720840699
452.0,-1619067.5044081737,-6686507.059260185,-4647573.686172977,-2861303.3040938624,-47180.4682322601,-23289.881718788547,-6237562.196132446,-7009846.909765084,-3389542.8123428407,13200.313359639036,18.60762058300191,169.059272306283,-6234705.065657669,-7001589.972374774,-3383731.0708896667,17694.454015913212,-22.904964188791126,14.210012173948197,-2052592.743277136,-6939323.057852556,-4304227.876993697,-2296875.1011907808,-14.759059140165595,-2.3323870877517083
452.5,-1619070.196123638,-6686502.20019738,-4647574.509608814,-2861316.997020962,-47188.42767137961,-23294.81098708234,-6237572.273927426,-7009838.172186455,-3389544.3078846456,13191.155715769884,18.599813258789272,169.0494764631656,-6234715.034076758,-7001578.925672482,-3383730.5307218246,17686.188592852126,-22.905897192779577,14.2094646932464,-2052545.3033084038,-6939333.535690305,-4304246.359369226,-2296898.9726101784,-14.768456304339523,-2.3482223393632746
452.75,-2077860.1950948653,-6633010.195303345,-4444779.856682829,-2555267.355117455,-47175.91616494813,-23045.21131741383,-6199778.109273549,-6970826.832503133,-3368491.470955181,-4331.5969906344635,51.75390445201932,127.36932318292025,-6197200.611518386,-6962812.6674869815,-3362772.4150273297,565.1125183232612,-18.008434187327957,5.6585852777473455,-2194290.121965344,-6921670.3602130795,-4242151.999615223,-2201907.700170196,-12.889811307489722,-9.306004665771054
453.0,-2546197.8647126686,-6578015.777666492,-4237959.697404556,-2242679.965619726,-47169.38188172913,-22802.719338475865,-6165643.267081917,-6935529.764538139,-3349166.3654297953,-19874.7457192999,81.44694991044139,90.374883369982,-6163307.614369205,-6927743.722614003,-3343541.9127229797,-14619.250891199486,-13.780327746862277,-1.7968334917293451,-2385334.1184397223,-6897837.787791606,-4158493.3172707134,-2073857.622617131,-10.529530045700364,-17.255955125501167
453.25,-3010427.9355337536,-6523990.314951284,-4032685.7214784934,-1933002.3114164348,-47171.315370591394,-22503.060083832803,-6133505.517057193,-6900419.985984052,-3330736.3094262537,-35533.785559959724,113.65370180546381,50.76715565815789,-6131448.702382111,-6892909.404736618,-3325241.7339196466,-29890.88229173924,-9.460210151244482,-9.547771794408652,-2570848.5800283705,-6874693.217136219,-4077261.691734053,-1949512.2118081106,-8.92170904223612,-23.321160942843928
453.5,-3466578.521500925,-6471830.582443738,-3830459.856905085,-1629042.9780325196,-47183.014186197724,-22107.968734276597,-6103712.02184532,-6864935.726198113,-3313200.2957612025,-51544.65678074666,150.22507648827002,6.487957843820003,-6102001.992250258,-6857789.189283692,-3307891.818237832,-45456.33304798758,-4.934631838202177,-17.81468971232382,-2737724.7275768663,-6853874.316467468,-4004193.019300342,-1837660.7628425045,-7.986770757547472,-27.773777840825673
453.75,-3494942.842795914,-6466436.94568524,-3819059.6297879023,-1609314.1001763896,-47188.71040779493,-22250.10285070355,-6105545.187135879,-6871438.850193774,-3314443.4389748946,-47729.39771486075,137.54359210754149,21.724660443746007,-6103689.8685207935,-6864136.263364649,-3309057.1418703143,-41791.764044478856,-6.33208574663811,-15.18323751359255,-2842713.6724736025,-6840743.776573595,-3958256.859679379,-1767270.0184168527,-6.443997046095085,-31.041553026467827
454.0,-3510972.1719306377,-6463522.763002537,-3812541.235959765,-1598215.0193683307,-47189.49103533462,-22320.166762169796,-6108069.615316132,-6875876.212401701,-3315901.415236619,-45291.72907296956,130.83482940747544,29.855141375967843,-6106129.132518653,-6868499.926483409,-3310472.583528324,-39436.12822842125,-7.150720345648363,-13.673340569966895,-2908842.6463869433,-6832468.655048713,-3929330.319287833,-1722932.6224075388,-6.084731264895427,-31.664282312923806
455.0,-3547340.162027251,-6457012.277526484,-3797694.505316627,-1573079.0638257407,-47187.030353388946,-22475.105535519666,-6114873.099676536,-6886449.233908983,-3319831.229266396,-39542.25721737066,115.9188409971529,48.01422660112652,-6112742.865561759,-6878915.148884264,-3314308.399421584,-33870.31952906965,-9.026461572858015,-10.240242670676547,-3063044.065799142,-6813157.9629979795,-3861893.172502373,-1619551.707112959,-5.965747584314863,-31.277600983213574
460.0,-3616738.512453332,-6444905.19480094,-3769175.663692997,-1525261.0244143936,-47167.66980437978,-22758.500780310864,-6130856.988861969,-6907932.613470463,-3328918.84133163,-27818.82310320894,88.21051474022487,82.04016748105414,-6128371.010312639,-6900126.222858453,-3323223.291014429,-22490.797567674992,-12.728239880068175,-3.563780234625023,-3368951.164722398,-6774800.321133767,-3728152.9516629074,-1414479.1236807464,-7.1905304107566606,-26.727430515854138
470.0,-3662667.5860614255,-6437136.289930701,-3750159.369760475,-1493718.416174145,-47146.48350425533,-22931.767853094563,-6143953.195813779,-6923333.756529052,-3336248.410029449,-19521.516547312036,70.55099701054294,103.9939624209138,-6141239.043433735,-6915369.961390182,-3330446.6449001883,-14414.742062021125,-15.272907049600866,0.9324184154793529,-3581994.8228674647,-6748064.8122793725,-3635033.7510498017,-1271664.3073206167,-8.987562198120697,-21.17326903726013
480.0,-3680349.416857219,-6434200.41940799,-3742808.954431227,-1481599.5641510882,-47137.1833790579,-22993.510507016417,-6149718.536843582,-6929589.603760185,-3339475.849913221,-16193.813783807349,63.96794085557445,112.26133098866052,-6146919.6510050325,-6921570.94559027,-3333636.2536818003,-11170.3277645456,-16.26898389847498,2.66454536282992,-3667216.0777359926,-6737362.561221781,-3597792.015178567,-1214538.0482612222,-10.05854264764529,-18.050510476614992
500.0,-3693623.9769509025,-6432015.350474751,-3737281.7465013852,-1472511.3731124091,-47130.02162033616,-23037.385476862815,-6154372.649265574,-6934414.331206035,-3342095.9435659526,-13634.611323011566,59.1285024155944,118.37961412718624,-6151511.950228707,-6926356.871542536,-3336229.543811557,-8672.77458129108,-17.020458012984154,3.9586001125813146,-3732671.6488130814,-6729136.470967833,-3569193.425820052,-1170663.438401392,-11.101250313408306,-15.0824139053535
550.0,-3700878.6828239113,-6430826.485687005,-3734259.1402267166,-1467548.5475844368,-47126.12397618182,-23060.278048026245,-6157042.78636764,-6937087.185481183,-3343608.6788039273,-12207.258392850381,56.52466404502517,121.68925035564888,-6154149.183960222,-6929009.476213841,-3337728.355638888,-7278.743661940865,-17.43203959180155,4.6621390159990055,-3769070.728606401,-6724557.873988051,-3553293.538389874,-1146266.828683656,-11.793418388570585,-13.141715982201257
600.0,-3701920.041727229,-6430655.963459422,-3733825.273201632,-1466836.416102269,-47125.57478030243,-23063.484900409094,-6157432.966549205,-6937471.355784494,-3343830.3401687043,-12000.142124752922,56.15311472358647,122.16277602404554,-6154534.7207854735,-6929390.808340519,-3337948.077670315,-7076.381777521883,-17.491198813001898,4.762943732947087,-3774337.6613778193,-6723894.952017665,-3550993.136786318,-1142736.7898496268,-11.902060648564722,-12.839620512997376
650.0,-3702095.484893543,-6430627.232670813,-3733752.1804604866,-1466716.4453711016,-47125.4837821503,-23064.02120600056,-6157498.843296504,-6937536.045374099,-3343867.7736171405,-11965.183513580949,56.09055488269047,122.24256031342897,-6154599.820960159,-6929455.023720048,-3337985.1883993163,-7042.221791918249,-17.50117011414348,4.779928516457076,-3775226.1266398653,-6723783.113328042,-3550605.09691862,-1142141.3195339174,-11.920655218565733,-12.78807397269351
713.0,-3702128.213231952,-6430621.872686605,-3733738.5454966445,-1466694.0653733078,-47125.46707966582,-23064.120771147424,-6157511.135351865,-6937548.11068394,-3343874.758162531,-11958.660454845307,56.07888386022698,122.25745031318884,-6154611.968951407,-6929467.0010997625,-3337992.113320492,-7035.84732392556,-17.50303058371374,4.783097811717456,-3775391.8963005226,-6723762.246249299,-3550532.6967289387,-1142030.2166237545,-11.924138346141133,-12.778437296850385
750.0,-3702131.1725675655,-6430621.38800161,-3733737.3126223073,-1466692.0417459155,-47125.465593789675,-23064.12973465171,-6157512.246741352,-6937549.201525213,-3343875.3896273077,-11958.070652294902,56.077828379640515,122.25879734237944,-6154613.06738215,-6929468.084034927,-3337992.739443315,-7035.27092277298,-17.503198834012547,4.783384472586524,-3775406.8852074943,-6723760.3594574295,-3550526.1502927723,-1142020.1706614408,-11.924453950480704,-12.77756563938083
800.0,-3702132.09880873,-6430621.236287293,-3733736.9267412336,-1466691.408370947,-47125.46513181813,-23064.13253389523,-6157512.594368522,-6937549.54270895,-3343875.5869156155,-11957.88599165369,56.07749794998088,122.25921958483326,-6154613.41096228,-6929468.422750426,-3337992.935062115,-7035.090447141347,-17.50325147885674,4.783474226810579,-3775411.5767269265,-6723759.768895882,-3550524.101254439,-1142017.0262754515,-11.924552820751495,-12.777292918947325
